year_month_day_hour,pollution,dew,temp,pressure,w_dir,w_speed,snow,rain
07-01-2010 11:00,42,-20,-10,1036,NW,16.09,0,0
07-01-2010 12:00,42,-21,-9,1035,NW,19.22,0,0
07-01-2010 13:00,55,-21,-8,1034,NW,21.01,0,0
07-01-2010 14:00,52,-20,-7,1033,NW,22.8,0,0
07-01-2010 15:00,51,-20,-7,1032,NW,24.59,0,0
07-01-2010 16:00,57,-18,-8,1032,NW,26.38,0,0
07-01-2010 17:00,50,-19,-9,1032,NW,28.17,0,0
07-01-2010 18:00,54,-19,-11,1032,NE,0.89,0,0
07-01-2010 19:00,67,-18,-11,1033,NW,1.79,0,0
07-01-2010 20:00,106,-19,-15,1032,NE,1.79,0,0
07-01-2010 21:00,159,-19,-14,1032,cv,0.45,0,0
07-01-2010 22:00,198,-21,-14,1032,cv,1.34,0,0
07-01-2010 23:00,190,-21,-16,1032,cv,2.23,0,0
08-01-2010 00:00,210,-21,-17,1031,NW,1.79,0,0
08-01-2010 01:00,195,-19,-16,1031,NW,3.58,0,0
08-01-2010 02:00,275,-20,-16,1031,NE,0.89,0,0
08-01-2010 03:00,164,-19,-15,1030,SE,0.89,0,0
08-01-2010 04:00,110,-18,-15,1030,cv,0.45,0,0
08-01-2010 05:00,100,-18,-15,1029,cv,1.34,0,0
08-01-2010 06:00,81,-18,-15,1029,NW,1.79,0,0
08-01-2010 07:00,71,-16,-13,1029,NE,0.89,0,0
08-01-2010 08:00,66,-16,-12,1029,SE,0.89,0,0
08-01-2010 09:00,92,-16,-12,1030,SE,1.78,0,0
08-01-2010 10:00,135,-17,-10,1030,NE,0.89,0,0
08-01-2010 11:00,155,-16,-10,1029,cv,0.89,0,0
08-01-2010 12:00,198,-16,-9,1028,SE,3.13,0,0
08-01-2010 13:00,250,-15,-8,1026,SE,4.92,0,0
08-01-2010 14:00,200,-16,-8,1026,cv,0.89,0,0
08-01-2010 15:00,231,-16,-8,1025,cv,1.78,0,0
08-01-2010 16:00,250,-16,-8,1025,cv,2.67,0,0
08-01-2010 17:00,212,-17,-8,1025,SE,0.89,0,0
08-01-2010 18:00,219,-17,-9,1026,cv,0.45,0,0
08-01-2010 19:00,227,-17,-11,1026,cv,1.34,0,0
08-01-2010 20:00,226,-17,-12,1026,cv,1.79,0,0
08-01-2010 21:00,225,-18,-14,1027,NW,1.79,0,0
08-01-2010 22:00,168,-16,-9,1027,NW,4.92,0,0
08-01-2010 23:00,169,-16,-11,1027,NW,6.71,0,0
09-01-2010 00:00,165,-17,-13,1027,cv,0.89,0,0
09-01-2010 01:00,159,-17,-13,1027,NW,3.13,0,0
09-01-2010 02:00,167,-17,-14,1027,NW,4.92,0,0
09-01-2010 03:00,196,-17,-15,1027,NW,8.05,0,0
09-01-2010 04:00,169,-17,-13,1027,NW,9.84,0,0
09-01-2010 05:00,155,-19,-16,1027,NW,13.86,0,0
09-01-2010 06:00,119,-18,-15,1027,NW,17.88,0,0
09-01-2010 07:00,106,-19,-15,1027,NW,21.9,0,0
09-01-2010 08:00,93,-18,-14,1028,NW,25.92,0,0
09-01-2010 09:00,84,-18,-9,1029,NE,5.81,0,0
09-01-2010 10:00,73,-17,-7,1029,NE,11.62,0,0
09-01-2010 11:00,66,-17,-6,1030,NE,17.43,0,0
09-01-2010 12:00,40,-16,-6,1029,NE,23.24,0,0
09-01-2010 13:00,49,-16,-5,1029,NE,28.16,0,0
09-01-2010 14:00,50,-15,-4,1029,NE,33.08,0,0
09-01-2010 15:00,49,-14,-4,1028,NE,37.1,0,0
09-01-2010 16:00,41,-15,-4,1029,NE,38.89,0,0
09-01-2010 17:00,37,-15,-4,1030,NW,1.79,0,0
09-01-2010 18:00,45,-15,-7,1030,NE,3.13,0,0
09-01-2010 19:00,44,-15,-6,1031,NW,3.13,0,0
09-01-2010 20:00,54,-15,-7,1032,NW,4.92,0,0
09-01-2010 21:00,50,-15,-6,1032,NE,3.13,0,0
09-01-2010 22:00,47,-15,-8,1033,cv,0.45,0,0
09-01-2010 23:00,66,-15,-8,1033,cv,0.9,0,0
10-01-2010 00:00,75,-15,-11,1033,NW,0.89,0,0
10-01-2010 01:00,82,-17,-13,1033,NW,1.78,0,0
10-01-2010 02:00,66,-17,-12,1033,NW,4.91,0,0
10-01-2010 03:00,83,-17,-13,1033,NW,8.04,0,0
10-01-2010 04:00,62,-19,-14,1032,NW,9.83,0,0
10-01-2010 05:00,40,-18,-13,1032,NW,12.96,0,0
10-01-2010 06:00,23,-19,-13,1032,NW,16.09,0,0
10-01-2010 07:00,25,-19,-14,1033,NW,19.22,0,0
10-01-2010 08:00,27,-19,-14,1034,NW,22.35,0,0
10-01-2010 09:00,35,-17,-12,1033,NW,24.14,0,0
10-01-2010 10:00,50,-16,-7,1033,NE,4.02,0,0
10-01-2010 11:00,70,-15,-7,1033,NW,3.13,0,0
10-01-2010 12:00,75,-15,-7,1032,NW,6.26,0,0
10-01-2010 13:00,58,-14,-6,1031,NW,9.39,0,0
10-01-2010 14:00,70,-14,-6,1031,NW,12.52,0,0
10-01-2010 15:00,68,-13,-5,1030,NW,14.31,0,0
10-01-2010 16:00,71,-14,-5,1031,NW,16.1,0,0
10-01-2010 17:00,88,-14,-6,1031,NW,19.23,0,0
10-01-2010 18:00,84,-13,-7,1032,NW,23.25,0,0
10-01-2010 19:00,83,-15,-6,1032,NW,27.27,0,0
10-01-2010 20:00,66,-15,-6,1033,NW,30.4,0,0
10-01-2010 21:00,27,-15,-4,1034,NW,35.32,0,0
10-01-2010 22:00,24,-16,-4,1034,NW,44.26,0,0
10-01-2010 23:00,22,-17,-5,1035,NW,52.31,0,0
11-01-2010 00:00,23,-17,-6,1035,NW,60.36,0,0
11-01-2010 01:00,27,-17,-8,1035,cv,0.89,0,0
11-01-2010 02:00,23,-19,-11,1036,NW,4.02,0,0
11-01-2010 03:00,17,-20,-11,1036,NW,8.94,0,0
11-01-2010 04:00,17,-21,-11,1035,NE,4.02,0,0
11-01-2010 05:00,16,-22,-12,1035,NW,3.13,0,0
11-01-2010 06:00,16,-22,-12,1035,NE,4.92,0,0
11-01-2010 07:00,20,-22,-13,1036,NW,5.81,0,0
11-01-2010 08:00,20,-22,-9,1036,NW,13.86,0,0
11-01-2010 09:00,18,-22,-10,1036,NW,21.91,0,0
11-01-2010 10:00,25,-22,-9,1036,NW,29.06,0,0
11-01-2010 11:00,26,-21,-9,1036,NW,33.08,0,0
11-01-2010 12:00,27,-20,-6,1035,NW,42.02,0,0
11-01-2010 13:00,28,-19,-5,1034,NW,50.96,0,0
11-01-2010 14:00,15,-19,-5,1033,NW,59.01,0,0
11-01-2010 15:00,24,-20,-5,1033,NW,66.16,0,0
11-01-2010 16:00,13,-20,-5,1032,NW,71.97,0,0
11-01-2010 17:00,13,-20,-5,1033,NW,76.89,0,0
11-01-2010 18:00,13,-20,-7,1033,NW,81.81,0,0
11-01-2010 19:00,17,-22,-7,1033,NW,85.83,0,0
11-01-2010 20:00,20,-22,-8,1033,NW,89.85,0,0
11-01-2010 21:00,27,-23,-10,1033,NW,91.64,0,0
11-01-2010 22:00,20,-23,-13,1033,NW,93.43,0,0
11-01-2010 23:00,15,-22,-12,1032,cv,0.89,0,0
12-01-2010 00:00,21,-22,-15,1031,cv,1.78,0,0
12-01-2010 01:00,21,-22,-14,1031,NE,1.79,0,0
12-01-2010 02:00,37,-22,-14,1031,NW,0.89,0,0
12-01-2010 03:00,26,-24,-18,1030,NE,1.79,0,0
12-01-2010 04:00,15,-24,-13,1030,NE,3.58,0,0
12-01-2010 05:00,9,-25,-14,1030,NW,3.13,0,0
12-01-2010 06:00,11,-24,-14,1030,NW,7.15,0,0
12-01-2010 07:00,11,-25,-12,1030,NW,12.96,0,0
12-01-2010 08:00,16,-26,-14,1030,NW,16.98,0,0
12-01-2010 09:00,13,-25,-12,1031,NW,21,0,0
12-01-2010 10:00,15,-25,-11,1031,NW,26.81,0,0
12-01-2010 11:00,21,-24,-11,1030,NW,35.75,0,0
12-01-2010 12:00,24,-23,-11,1029,NW,47.82,0,0
12-01-2010 13:00,22,-22,-11,1029,NW,63.02,0,0
12-01-2010 14:00,22,-23,-11,1029,NW,75.98,0,0
12-01-2010 15:00,22,-22,-11,1029,NW,88.05,0,0
12-01-2010 16:00,19,-23,-11,1030,NW,101.01,0,0
12-01-2010 17:00,23,-24,-11,1030,NW,109.06,0,0
12-01-2010 18:00,25,-24,-11,1032,NW,118,0,0
12-01-2010 19:00,25,-23,-11,1032,NW,126.05,0,0
12-01-2010 20:00,31,-23,-12,1032,NW,134.1,0,0
12-01-2010 21:00,25,-24,-12,1033,NW,142.15,0,0
12-01-2010 22:00,22,-23,-12,1033,NW,150.2,0,0
12-01-2010 23:00,22,-23,-12,1034,NW,160.03,0,0
13-01-2010 00:00,15,-24,-12,1034,NW,169.86,0,0
13-01-2010 01:00,16,-24,-12,1033,NW,178.8,0,0
13-01-2010 02:00,11,-25,-12,1033,NW,189.98,0,0
13-01-2010 03:00,11,-24,-13,1033,NW,198.03,0,0
13-01-2010 04:00,12,-25,-12,1032,NW,205.18,0,0
13-01-2010 05:00,11,-25,-12,1033,NW,215.01,0,0
13-01-2010 06:00,12,-25,-12,1032,NW,226.19,0,0
13-01-2010 07:00,27,-25,-12,1032,NW,235.13,0,0
13-01-2010 08:00,28,-25,-12,1032,NW,243.18,0,0
13-01-2010 09:00,34,-23,-11,1033,NW,252.12,0,0
13-01-2010 10:00,33,-23,-10,1033,NW,257.93,0,0
13-01-2010 11:00,36,-22,-9,1033,NW,263.74,0,0
13-01-2010 12:00,26,-21,-8,1031,NW,270.89,0,0
13-01-2010 13:00,49,-21,-6,1030,NW,278.94,0,0
13-01-2010 14:00,52,-20,-5,1029,NW,286.99,0,0
13-01-2010 15:00,47,-22,-5,1028,NW,294.14,0,0
13-01-2010 16:00,47,-21,-5,1028,NW,299.06,0,0
13-01-2010 17:00,39,-19,-7,1028,SE,1.79,0,0
13-01-2010 18:00,59,-19,-8,1028,cv,0.45,0,0
13-01-2010 19:00,76,-20,-9,1028,cv,1.34,0,0
13-01-2010 20:00,96,-19,-10,1027,SE,1.79,0,0
13-01-2010 21:00,95,-19,-13,1027,cv,0.89,0,0
13-01-2010 22:00,68,-18,-12,1027,cv,1.78,0,0
13-01-2010 23:00,65,-18,-13,1027,NE,0.89,0,0
14-01-2010 00:00,75,-18,-14,1026,NE,1.78,0,0
14-01-2010 01:00,257,-20,-15,1025,NE,2.67,0,0
14-01-2010 02:00,174,-20,-15,1025,NW,0.89,0,0
14-01-2010 03:00,164,-20,-16,1025,NW,1.78,0,0
14-01-2010 04:00,161,-20,-16,1024,NW,3.57,0,0
14-01-2010 05:00,137,-21,-17,1024,NW,6.7,0,0
14-01-2010 06:00,92,-19,-14,1023,NW,10.72,0,0
14-01-2010 07:00,64,-21,-17,1023,NW,13.85,0,0
14-01-2010 08:00,87,-19,-15,1024,NW,15.64,0,0
14-01-2010 09:00,87,-19,-14,1024,NW,18.77,0,0
14-01-2010 10:00,84,-18,-10,1024,NW,22.79,0,0
14-01-2010 11:00,95,-17,-9,1023,NW,24.58,0,0
14-01-2010 12:00,79,-16,-6,1023,NW,26.37,0,0
14-01-2010 13:00,75,-17,-5,1022,NW,28.16,0,0
14-01-2010 14:00,79,-16,-5,1022,NW,29.95,0,0
14-01-2010 15:00,86,-15,-4,1022,NW,33.08,0,0
14-01-2010 16:00,72,-16,-4,1023,cv,0.89,0,0
14-01-2010 17:00,89,-15,-5,1025,SE,1.79,0,0
14-01-2010 18:00,94,-14,-3,1026,NW,5.81,0,0
14-01-2010 19:00,69,-16,-3,1027,NW,11.62,0,0
14-01-2010 20:00,49,-15,-4,1029,NW,20.56,0,0
14-01-2010 21:00,33,-16,-5,1031,NW,24.58,0,0
14-01-2010 22:00,27,-17,-6,1032,NE,3.13,0,0
14-01-2010 23:00,20,-18,-6,1033,NE,8.05,0,0
15-01-2010 00:00,36,-19,-7,1034,NE,13.86,0,0
15-01-2010 01:00,37,-17,-8,1035,NW,5.81,0,0
15-01-2010 02:00,30,-18,-10,1035,NW,11.62,0,0
15-01-2010 03:00,18,-19,-10,1036,NW,14.75,0,0
15-01-2010 04:00,21,-19,-9,1036,NW,19.67,0,0
15-01-2010 05:00,13,-19,-9,1036,NE,7.15,0,0
15-01-2010 06:00,23,-20,-9,1037,NE,12.96,0,0
15-01-2010 07:00,26,-19,-9,1037,NE,18.77,0,0
15-01-2010 08:00,27,-19,-8,1038,NE,22.79,0,0
15-01-2010 09:00,30,-19,-8,1039,NE,28.6,0,0
15-01-2010 10:00,28,-19,-7,1039,NE,35.75,0,0
15-01-2010 11:00,26,-18,-6,1039,NE,41.56,0,0
15-01-2010 12:00,26,-18,-5,1039,NE,45.58,0,0
15-01-2010 13:00,31,-17,-4,1038,NW,1.79,0,0
15-01-2010 14:00,35,-16,-3,1037,cv,0.89,0,0
15-01-2010 15:00,36,-17,-3,1037,cv,1.78,0,0
15-01-2010 16:00,37,-17,-2,1037,cv,2.23,0,0
15-01-2010 17:00,64,-15,-5,1036,SE,0.89,0,0
15-01-2010 18:00,83,-15,-6,1036,cv,0.89,0,0
15-01-2010 19:00,91,-15,-6,1037,cv,1.78,0,0
15-01-2010 20:00,90,-14,-6,1037,SE,1.79,0,0
15-01-2010 21:00,102,-14,-8,1036,SE,3.58,0,0
15-01-2010 22:00,94,-14,-10,1037,cv,0.89,0,0
15-01-2010 23:00,87,-15,-11,1036,cv,1.78,0,0
16-01-2010 00:00,141,-15,-11,1036,cv,2.67,0,0
16-01-2010 01:00,211,-16,-13,1036,NE,0.89,0,0
16-01-2010 02:00,242,-16,-12,1036,cv,0.89,0,0
16-01-2010 03:00,271,-16,-13,1035,NE,0.89,0,0
16-01-2010 04:00,249,-15,-12,1035,NE,1.78,0,0
16-01-2010 05:00,200,-14,-10,1034,NW,1.79,0,0
16-01-2010 06:00,147,-15,-10,1034,NW,2.68,0,0
16-01-2010 07:00,114,-15,-11,1034,NW,4.47,0,0
16-01-2010 08:00,102,-15,-11,1034,NW,6.26,0,0
16-01-2010 09:00,108,-14,-9,1034,NW,8.05,0,0
16-01-2010 10:00,135,-14,-9,1034,NW,9.84,0,0
16-01-2010 11:00,120,-13,-6,1034,cv,0.89,0,0
16-01-2010 12:00,148,-13,-5,1033,NW,1.79,0,0
16-01-2010 13:00,127,-12,-4,1031,cv,0.89,0,0
16-01-2010 14:00,128,-12,-3,1031,cv,1.78,0,0
16-01-2010 15:00,140,-12,-3,1030,cv,2.67,0,0
16-01-2010 16:00,148,-11,-3,1030,cv,3.56,0,0
16-01-2010 17:00,150,-11,-4,1031,NE,0.89,0,0
16-01-2010 18:00,154,-12,-7,1031,cv,0.89,0,0
16-01-2010 19:00,197,-12,-7,1032,cv,1.78,0,0
16-01-2010 20:00,235,-12,-8,1032,cv,2.23,0,0
16-01-2010 21:00,261,-12,-9,1032,cv,3.12,0,0
16-01-2010 22:00,269,-13,-11,1032,NW,0.89,0,0
16-01-2010 23:00,266,-14,-11,1032,NW,2.68,0,0
17-01-2010 00:00,263,-15,-12,1032,NW,5.81,0,0
17-01-2010 01:00,241,-14,-11,1032,cv,0.45,0,0
17-01-2010 02:00,205,-14,-11,1031,cv,1.34,0,0
17-01-2010 03:00,160,-14,-12,1031,NW,1.79,0,0
17-01-2010 04:00,150,-14,-12,1031,NW,3.58,0,0
17-01-2010 05:00,148,-14,-10,1030,NW,6.71,0,0
17-01-2010 06:00,208,-14,-11,1030,NW,9.84,0,0
17-01-2010 07:00,209,-15,-10,1030,NW,11.63,0,0
17-01-2010 08:00,183,-13,-10,1030,NW,14.76,0,0
17-01-2010 09:00,161,-13,-8,1030,NW,17.89,0,0
17-01-2010 10:00,182,-12,-6,1030,cv,0.45,0,0
17-01-2010 11:00,230,-11,-5,1030,cv,1.34,0,0
17-01-2010 12:00,170,-11,-4,1029,cv,2.23,0,0
17-01-2010 13:00,172,-11,-3,1028,cv,3.12,0,0
17-01-2010 14:00,154,-10,-1,1027,cv,4.01,0,0
17-01-2010 15:00,166,-11,-1,1027,cv,4.46,0,0
17-01-2010 16:00,177,-10,-1,1026,SE,0.89,0,0
17-01-2010 17:00,191,-10,-3,1026,SE,1.78,0,0
17-01-2010 18:00,212,-10,-5,1027,SE,2.67,0,0
17-01-2010 19:00,250,-10,-6,1027,NE,0.89,0,0
17-01-2010 20:00,268,-11,-7,1027,cv,0.45,0,0
17-01-2010 21:00,317,-10,-7,1027,cv,0.9,0,0
17-01-2010 22:00,291,-11,-9,1027,cv,1.35,0,0
17-01-2010 23:00,313,-12,-9,1027,NE,0.89,0,0
18-01-2010 00:00,282,-12,-10,1028,cv,0.89,0,0
18-01-2010 01:00,282,-13,-11,1028,NW,3.13,0,0
18-01-2010 02:00,303,-11,-9,1028,NW,4.92,0,0
18-01-2010 03:00,349,-13,-10,1028,NW,6.71,0,0
18-01-2010 04:00,407,-13,-11,1028,NW,7.6,0,0
18-01-2010 05:00,361,-13,-11,1027,NE,1.79,0,0
18-01-2010 06:00,234,-14,-11,1028,NW,0.89,0,0
18-01-2010 07:00,149,-14,-11,1028,NW,4.02,0,0
18-01-2010 08:00,147,-14,-11,1028,NW,5.81,0,0
18-01-2010 09:00,184,-11,-6,1028,NW,9.83,0,0
18-01-2010 10:00,161,-10,-5,1028,NW,11.62,0,0
18-01-2010 11:00,137,-9,-3,1028,NW,13.41,0,0
18-01-2010 12:00,146,-8,-1,1027,NW,15.2,0,0
18-01-2010 13:00,144,-9,0,1026,NW,16.99,0,0
18-01-2010 14:00,154,-9,1,1025,NE,1.79,0,0
18-01-2010 15:00,173,-9,1,1025,cv,0.89,0,0
18-01-2010 16:00,188,-8,1,1025,SE,0.89,0,0
18-01-2010 17:00,203,-7,-1,1025,SE,2.68,0,0
18-01-2010 18:00,233,-7,-2,1025,cv,0.89,0,0
18-01-2010 19:00,408,-7,-3,1025,SE,0.89,0,0
18-01-2010 20:00,435,-5,-2,1026,cv,0.89,0,0
18-01-2010 21:00,403,-5,-1,1026,NW,1.79,0,0
18-01-2010 22:00,360,-5,-1,1026,NW,3.58,0,0
18-01-2010 23:00,402,-6,-1,1026,cv,0.89,0,0
19-01-2010 00:00,358,-4,-1,1025,NW,1.79,0,0
19-01-2010 01:00,383,-5,-1,1024,NW,4.92,0,0
19-01-2010 02:00,332,-5,-1,1024,NW,6.71,0,0
19-01-2010 03:00,274,-5,-1,1023,NW,8.5,0,0
19-01-2010 04:00,256,-4,-1,1022,NW,10.29,0,0
19-01-2010 05:00,302,-4,-1,1021,NW,11.18,0,0
19-01-2010 06:00,330,-4,-1,1021,NW,12.07,0,0
19-01-2010 07:00,367,-4,-1,1021,NW,13.86,0,0
19-01-2010 08:00,297,-4,0,1021,cv,0.89,0,0
19-01-2010 09:00,331,-4,0,1021,NW,1.79,0,0
19-01-2010 10:00,323,-4,0,1021,cv,0.89,0,0
19-01-2010 11:00,339,-5,1,1021,NW,1.79,0,0
19-01-2010 12:00,301,-5,1,1020,cv,0.89,0,0
19-01-2010 13:00,310,-4,1,1019,cv,1.34,0,0
